Name,Total invested,Current valuation,Net profit,Absolute profit,Total installments,Internal rate of return,SIP start date,SIP end date
IIFL Focused Equity Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 230,000.00","₹ 289,871.38","₹ 59,871.38",26.03%,46,12.24%,02-02-2013,25-07-2018
IIFL Focused Equity Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 230,000.00","₹ 287,289.63","₹ 57,289.63",24.91%,46,11.75%,02-02-2013,25-07-2018
Indiabulls Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Growth,"₹ 220,000.00","₹ 249,938.61","₹ 29,938.61",13.61%,44,6.99%,02-02-2013,25-07-2018
Indiabulls Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend-Monthly,"₹ 220,000.00","₹ 222,358.69","₹ 2,358.69",1.07%,44,0.58%,02-02-2013,25-07-2018
Indiabulls Savings Income Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 160,000.00","₹ 187,834.81","₹ 27,834.81",17.40%,32,12.27%,02-02-2013,25-07-2018
Indiabulls Savings Income Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,₹ 0.00,₹ 0.00,₹ 0.00,%,-,%,02-02-2013,-
Indiabulls Savings Income Fund - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend,"₹ 160,000.00","₹ 177,735.02","₹ 17,735.02",11.08%,32,7.95%,02-02-2013,25-07-2018
Indiabulls Blue Chip Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 331,542.14","₹ 1,542.14",0.47%,66,0.17%,02-02-2013,25-07-2018
Indiabulls Blue Chip Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 503,700.90","₹ 173,700.90",52.64%,66,15.42%,02-02-2013,25-07-2018
Indiabulls Value Discovery Fund - Direct Plan - Equity - Small Cap : Dividend,"₹ 175,000.00","₹ 194,486.46","₹ 19,486.46",11.14%,35,7.29%,02-02-2013,25-07-2018
Indiabulls Value Discovery Fund - Direct Plan - Equity - Small Cap : Growth,"₹ 175,000.00","₹ 194,984.09","₹ 19,984.09",11.42%,35,7.47%,02-02-2013,25-07-2018
Indiabulls Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Monthly,"₹ 160,000.00","₹ 157,511.87","₹ -2,488.13",-1.56%,32,-1.16%,02-02-2013,25-07-2018
Indiabulls Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Weekly,"₹ 160,000.00","₹ 661,165.94","₹ 501,165.94",313.23%,32,48.05%,02-02-2013,25-07-2018
Indiabulls Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Fortnightly,"₹ 145,000.00","₹ 143,137.27","₹ -1,862.73",-1.28%,29,-1.05%,02-02-2013,25-07-2018
Indiabulls Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 411,617.72","₹ 81,617.72",24.73%,66,8.02%,02-02-2013,25-07-2018
Indiabulls Income Fund - Direct Plan - Debt - Income : Dividend-Half Yearly,"₹ 325,000.00","₹ 390,664.93","₹ 65,664.93",20.20%,65,6.77%,02-02-2013,25-07-2018
Indiabulls Income Fund - Direct Plan - Debt - Income : Growth,"₹ 325,000.00","₹ 412,436.54","₹ 87,436.54",26.90%,65,8.78%,02-02-2013,25-07-2018
Indiabulls Income Fund - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 325,000.00","₹ 332,518.77","₹ 7,518.77",2.31%,65,0.84%,02-02-2013,25-07-2018
Indiabulls Income Fund - Direct Plan - Debt - Income : Dividend-Quarterly,"₹ 325,000.00","₹ 394,628.34","₹ 69,628.34",21.42%,65,7.15%,02-02-2013,25-07-2018
Indiabulls Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Monthly,"₹ 220,000.00","₹ 222,714.94","₹ 2,714.94",1.23%,44,0.56%,02-02-2013,25-07-2018
Indiabulls Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 409,149.96","₹ 79,149.96",23.98%,66,7.79%,02-02-2013,25-07-2018
Indiabulls Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Fortnightly,"₹ 90,000.00","₹ 89,910.55",₹ -89.45,-0.10%,18,-0.13%,02-02-2013,25-07-2018
Indiabulls Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Weekly,"₹ 225,000.00","₹ 224,218.58",₹ -781.42,-0.35%,45,-0.18%,02-02-2013,25-07-2018
Indiabulls Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Fortnightly,"₹ 150,000.00","₹ 150,409.65",₹ 409.65,0.27%,30,0.22%,02-02-2013,25-07-2018
Indiabulls Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 295,000.00","₹ 296,643.97","₹ 1,643.97",0.56%,59,0.22%,02-02-2013,25-07-2018
Indiabulls Short Term Fund - Direct Plan - Debt - Short Term : Growth,"₹ 295,000.00","₹ 365,827.07","₹ 70,827.07",24.01%,59,8.77%,02-02-2013,25-07-2018
Indiabulls Short Term Fund - Direct Plan - Debt - Short Term : Dividend-Weekly,"₹ 210,000.00","₹ 210,001.12",₹ 1.12,0.00%,42,0.00%,02-02-2013,25-07-2018
Indiabulls Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 417,199.58","₹ 87,199.58",26.42%,66,8.51%,02-02-2013,25-07-2018
Indiabulls Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 330,000.00","₹ 330,107.51",₹ 107.51,0.03%,66,0.01%,02-02-2013,25-07-2018
Indiabulls Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Fortnightly,"₹ 220,000.00","₹ 220,207.12",₹ 207.12,0.09%,44,0.05%,02-02-2013,25-07-2018
Indiabulls Ultra Short Term Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 290,000.00","₹ 291,502.14","₹ 1,502.14",0.52%,58,0.21%,02-02-2013,25-07-2018
Indiabulls Tax Savings Fund - Direct Plan - Equity - Tax Planning : Growth,"₹ 35,000.00","₹ 34,543.57",₹ -456.43,-1.30%,7,-4.16%,02-02-2013,25-07-2018
Indiabulls Tax Savings Fund - Direct Plan - Equity - Tax Planning : Dividend,"₹ 35,000.00","₹ 34,548.38",₹ -451.62,-1.29%,7,-4.12%,02-02-2013,25-07-2018
Invesco India Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend,"₹ 330,000.00","₹ 341,318.10","₹ 11,318.10",3.43%,66,1.22%,02-02-2013,25-07-2018
Invesco India Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Growth,"₹ 330,000.00","₹ 401,715.42","₹ 71,715.42",21.73%,66,7.13%,02-02-2013,25-07-2018
Invesco India Equity & Bond Fund - Direct Plan - Hybrid - Equity Oriented : Dividend,"₹ 5,000.00","₹ 5,109.47",₹ 109.47,2.19%,1,45.71%,02-02-2013,25-07-2018
Invesco India Equity & Bond Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 5,000.00","₹ 5,109.96",₹ 109.96,2.20%,1,45.95%,02-02-2013,25-07-2018
Invesco India Regular Savings Fund - Direct Plan - Hybrid - Others : Dividend-Monthly,"₹ 330,000.00","₹ 322,546.69","₹ -7,453.31",-2.26%,66,-0.82%,02-02-2013,25-07-2018
Invesco India Regular Savings Fund - Direct Plan - Hybrid - Others : Growth,"₹ 330,000.00","₹ 413,512.55","₹ 83,512.55",25.31%,66,8.18%,02-02-2013,25-07-2018
Invesco India Banking & PSU Debt Fund - Direct Plan - Debt - Short Term : Growth,"₹ 330,000.00","₹ 402,847.47","₹ 72,847.47",22.07%,66,7.23%,02-02-2013,25-07-2018
Invesco India Banking & PSU Debt Fund - Direct Plan - Debt - Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 331,433.03","₹ 1,433.03",0.43%,66,0.16%,02-02-2013,25-07-2018
Invesco India Corporate Bond Fund - Direct Plan - Debt - Income : Dividend-Quarterly,"₹ 330,000.00","₹ 345,301.05","₹ 15,301.05",4.64%,66,1.64%,02-02-2013,25-07-2018
Invesco India Corporate Bond Fund - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 330,000.00","₹ 360,897.52","₹ 30,897.52",9.36%,66,3.24%,02-02-2013,25-07-2018
Invesco India Corporate Bond Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 397,598.19","₹ 67,598.19",20.48%,66,6.75%,02-02-2013,25-07-2018
Invesco India Corporate Bond Fund - Direct Plan - Debt - Income : Dividend-Discretionary,"₹ 280,000.00","₹ 440,364.75","₹ 160,364.75",57.27%,56,14.95%,02-02-2013,25-07-2018
Invesco India Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Dividend-Monthly,"₹ 235,000.00","₹ 237,219.63","₹ 2,219.63",0.94%,47,0.48%,02-02-2013,25-07-2018
Invesco India Credit Risk Fund - Direct Plan - Debt - Credit Opportunities : Growth,"₹ 235,000.00","₹ 277,853.52","₹ 42,853.52",18.24%,47,8.61%,02-02-2013,25-07-2018
Invesco India Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Quarterly,"₹ 330,000.00","₹ 319,458.89","₹ -10,541.11",-3.19%,66,-1.17%,02-02-2013,25-07-2018
Invesco India Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend-Annual,"₹ 325,000.00","₹ 394,345.78","₹ 69,345.78",21.34%,65,7.12%,02-02-2013,25-06-2018
Invesco India Gilt Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 404,354.17","₹ 74,354.17",22.53%,66,7.37%,02-02-2013,25-07-2018
Invesco India Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Monthly,"₹ 330,000.00","₹ 336,365.34","₹ 6,365.34",1.93%,66,0.69%,02-02-2013,25-07-2018
Invesco India Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 408,048.99","₹ 78,048.99",23.65%,66,7.70%,02-02-2013,25-07-2018
Invesco India Money Market Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Discretionary,"₹ 330,000.00","₹ 442,252.97","₹ 112,252.97",34.02%,66,10.64%,02-02-2013,25-07-2018
Invesco India Money Market Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 331,463.15","₹ 1,463.15",0.44%,66,0.16%,02-02-2013,25-07-2018
Invesco India Money Market Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 411,849.42","₹ 81,849.42",24.80%,66,8.04%,02-02-2013,25-07-2018
Invesco India Short Term Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 406,742.73","₹ 76,742.73",23.26%,66,7.58%,02-02-2013,25-07-2018
Invesco India Short Term Fund - Direct Plan - Debt - Income : Dividend-Discretionary,"₹ 330,000.00","₹ 418,817.21","₹ 88,817.21",26.91%,66,8.65%,02-02-2013,25-07-2018
Invesco India Short Term Fund - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 325,000.00","₹ 432,501.22","₹ 107,501.22",33.08%,65,10.43%,02-02-2013,25-07-2018
Invesco India Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Discretionary,"₹ 325,000.00","₹ 596,958.54","₹ 271,958.54",83.68%,65,22.14%,02-02-2013,25-07-2018
Invesco India Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 410,585.19","₹ 80,585.19",24.42%,66,7.92%,02-02-2013,25-07-2018
Invesco India Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Weekly,"₹ 330,000.00","₹ 361,130.39","₹ 31,130.39",9.43%,66,3.26%,02-02-2013,25-07-2018
Invesco India Treasury Advantage Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 330,000.00","₹ 330,575.44",₹ 575.44,0.17%,66,0.06%,02-02-2013,25-07-2018
Invesco India Ultra Short Term Fund - Direct Plan - Debt - Income : Dividend-Annual,"₹ 330,000.00","₹ 377,886.05","₹ 47,886.05",14.51%,66,4.91%,02-02-2013,25-07-2018
Invesco India Ultra Short Term Fund - Direct Plan - Debt - Income : Dividend-Quarterly,"₹ 330,000.00","₹ 328,436.60","₹ -1,563.40",-0.47%,66,-0.17%,02-02-2013,25-07-2018
Invesco India Ultra Short Term Fund - Direct Plan - Debt - Income : Dividend-Monthly,"₹ 330,000.00","₹ 387,369.67","₹ 57,369.67",17.38%,66,5.81%,02-02-2013,25-07-2018
Invesco India Ultra Short Term Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 416,740.91","₹ 86,740.91",26.29%,66,8.47%,02-02-2013,25-07-2018
Invesco India Contra Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 485,276.14","₹ 155,276.14",47.05%,66,14.05%,02-02-2013,25-07-2018
Invesco India Contra Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 614,950.62","₹ 284,950.62",86.35%,66,22.84%,02-02-2013,25-07-2018
Invesco India Dynamic Equity Fund- Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 502,232.68","₹ 172,232.68",52.19%,66,15.31%,02-02-2013,25-07-2018
Invesco India Dynamic Equity Fund- Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 382,376.54","₹ 52,376.54",15.87%,66,5.33%,02-02-2013,25-07-2018
Invesco India Feeder Invesco Global Equity Income Fund - Direct Plan - Equity - International Funds : Growth,"₹ 255,000.00","₹ 316,712.35","₹ 61,712.35",24.20%,51,10.27%,02-02-2013,25-07-2018
Invesco India Feeder Invesco Global Equity Income Fund - Direct Plan - Equity - International Funds : Dividend,"₹ 255,000.00","₹ 315,434.55","₹ 60,434.55",23.70%,51,10.08%,02-02-2013,25-07-2018
Invesco India Feeder Invesco Pan European Equity Fund - Direct Plan - Equity - International Funds : Dividend,"₹ 270,000.00","₹ 322,398.59","₹ 52,398.59",19.41%,54,7.90%,02-02-2013,25-07-2018
Invesco India Feeder Invesco Pan European Equity Fund - Direct Plan - Equity - International Funds : Growth,"₹ 270,000.00","₹ 322,801.86","₹ 52,801.86",19.56%,54,7.96%,02-02-2013,25-07-2018
Invesco India Financial Services Fund - Direct Plan - Equity - Banking : Dividend,"₹ 330,000.00","₹ 533,975.48","₹ 203,975.48",61.81%,66,17.58%,02-02-2013,25-07-2018
Invesco India Financial Services Fund - Direct Plan - Equity - Banking : Growth,"₹ 330,000.00","₹ 595,932.89","₹ 265,932.89",80.59%,66,21.66%,02-02-2013,25-07-2018
Invesco India Growth Opportunities Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 561,533.90","₹ 231,533.90",70.16%,66,19.45%,02-02-2013,25-07-2018
Invesco India Growth Opportunities Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 412,527.78","₹ 82,527.78",25.01%,66,8.10%,02-02-2013,25-07-2018
Invesco India Infrastructure Fund - Direct Plan - Equity - Infrastructure : Growth,"₹ 330,000.00","₹ 517,626.18","₹ 187,626.18",56.86%,66,16.43%,02-02-2013,25-07-2018
Invesco India Infrastructure Fund - Direct Plan - Equity - Infrastructure : Dividend,"₹ 330,000.00","₹ 470,190.25","₹ 140,190.25",42.48%,66,12.88%,02-02-2013,25-07-2018
Invesco India Largecap Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 527,456.91","₹ 197,456.91",59.84%,66,17.12%,02-02-2013,25-07-2018
Invesco India Largecap Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 425,693.06","₹ 95,693.06",29.00%,66,9.24%,02-02-2013,25-07-2018
Invesco India Mid Cap Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 591,194.79","₹ 261,194.79",79.15%,66,21.37%,02-02-2013,25-07-2018
Invesco India Mid Cap Fund - Direct Plan - Equity - MidCap : Dividend,"₹ 330,000.00","₹ 422,525.29","₹ 92,525.29",28.04%,66,8.97%,02-02-2013,25-07-2018
Invesco India Multicap Fund - Direct Plan - Equity - MidCap : Dividend,"₹ 330,000.00","₹ 554,517.78","₹ 224,517.78",68.04%,66,18.98%,02-02-2013,25-07-2018
Invesco India Multicap Fund - Direct Plan - Equity - Midcap : Growth,"₹ 330,000.00","₹ 580,143.73","₹ 250,143.73",75.80%,66,20.66%,02-02-2013,25-07-2018
Invesco India PSU Equity Fund - Direct Plan - Equity - Others : Dividend,"₹ 330,000.00","₹ 424,446.17","₹ 94,446.17",28.62%,66,9.14%,02-02-2013,25-07-2018
Invesco India PSU Equity Fund - Direct Plan - Equity - Others : Growth,"₹ 330,000.00","₹ 464,612.72","₹ 134,612.72",40.79%,66,12.45%,02-02-2013,25-07-2018
Invesco India Gold Fund - Direct Plan - Gold Fund : Dividend,"₹ 330,000.00","₹ 351,898.04","₹ 21,898.04",6.64%,66,2.32%,02-02-2013,25-07-2018
Invesco India Gold Fund - Direct Plan - Gold Fund : Growth,"₹ 330,000.00","₹ 352,221.12","₹ 22,221.12",6.73%,66,2.36%,02-02-2013,25-07-2018
Invesco India Tax Plan - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 423,442.84","₹ 93,442.84",28.32%,66,9.05%,02-02-2013,25-07-2018
Invesco India Tax Plan - Direct Plan - Equity - Tax Planning : Growth,"₹ 330,000.00","₹ 579,041.53","₹ 249,041.53",75.47%,66,20.59%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Growth,"₹ 330,000.00","₹ 398,193.63","₹ 68,193.63",20.66%,66,6.81%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend,"₹ 330,000.00","₹ 347,261.52","₹ 17,261.52",5.23%,66,1.84%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend-Monthly,"₹ 185,000.00","₹ 166,176.55","₹ -18,823.45",-10.17%,37,-6.77%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend-Half Yearly,"₹ 185,000.00","₹ 189,278.80","₹ 4,278.80",2.31%,37,1.47%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend-Annual,"₹ 185,000.00","₹ 184,941.21",₹ -58.79,-0.03%,37,-0.02%,02-02-2013,25-07-2018
JM Arbitrage Fund - Direct Plan - Hybrid - Arbitrage : Dividend-Quarterly,"₹ 185,000.00","₹ 193,450.07","₹ 8,450.07",4.57%,37,2.89%,02-02-2013,25-07-2018
JM Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend,"₹ 330,000.00","₹ 354,255.35","₹ 24,255.35",7.35%,66,2.56%,02-02-2013,25-07-2018
JM Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Quarterly,"₹ 220,000.00","₹ 128,967.68","₹ -91,032.32",-41.38%,44,%,02-02-2013,25-07-2018
JM Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Dividend-Monthly,"₹ 220,000.00","₹ 258,967.66","₹ 38,967.66",17.71%,44,8.97%,02-02-2013,25-07-2018
JM Equity Hybrid Fund - Direct Plan - Hybrid - Equity Oriented : Growth,"₹ 330,000.00","₹ 443,913.44","₹ 113,913.44",34.52%,66,10.78%,02-02-2013,25-07-2018
JM Core 11 Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 593,250.26","₹ 263,250.26",79.77%,66,21.50%,02-02-2013,25-07-2018
JM Core 11 Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 586,682.95","₹ 256,682.95",77.78%,66,21.08%,02-02-2013,25-07-2018
JM Large Cap Fund - Direct Plan - Equity - LargeCap : Growth,"₹ 330,000.00","₹ 459,521.28","₹ 129,521.28",39.25%,66,12.04%,02-02-2013,25-07-2018
JM Large Cap Fund - Direct Plan - Equity - LargeCap : Dividend,"₹ 330,000.00","₹ 455,336.45","₹ 125,336.45",37.98%,66,11.71%,02-02-2013,25-07-2018
JM Multicap Fund - Direct Plan - Equity - MultiCap : Dividend,"₹ 330,000.00","₹ 556,113.65","₹ 226,113.65",68.52%,66,19.09%,02-02-2013,25-07-2018
JM Multicap Fund - Direct Plan - Equity - MultiCap : Growth,"₹ 330,000.00","₹ 565,313.04","₹ 235,313.04",71.31%,66,19.70%,02-02-2013,25-07-2018
JM Value Fund - Direct Plan - Equity - Others : Dividend,"₹ 330,000.00","₹ 557,989.88","₹ 227,989.88",69.09%,66,19.21%,02-02-2013,25-07-2018
JM Value Fund - Direct Plan - Equity - Others : Growth,"₹ 330,000.00","₹ 567,942.62","₹ 237,942.62",72.10%,66,19.87%,02-02-2013,25-07-2018
JM Dynamic Debt Fund - Direct Plan - Debt - Ultra Short Term : Dividend-Monthly,"₹ 220,000.00","₹ 256,816.60","₹ 36,816.60",16.73%,44,8.50%,02-02-2013,25-07-2018
JM Dynamic Debt Fund - Direct Plan - Debt - Ultra Short Term : Dividend,"₹ 330,000.00","₹ 418,952.05","₹ 88,952.05",26.96%,66,8.66%,02-02-2013,25-07-2018
JM Dynamic Debt Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 419,141.00","₹ 89,141.00",27.01%,66,8.68%,02-02-2013,25-07-2018
JM G-Sec Fund - Direct Plan - Debt - Gilt Medium & Long Term : Growth,"₹ 330,000.00","₹ 404,476.15","₹ 74,476.15",22.57%,66,7.38%,02-02-2013,25-07-2018
JM G-Sec Fund - Direct Plan - Debt - Gilt Medium & Long Term : Dividend,"₹ 330,000.00","₹ 403,669.94","₹ 73,669.94",22.32%,66,7.31%,02-02-2013,25-07-2018
JM Income Fund - Direct Plan - Debt - Income : Growth,"₹ 330,000.00","₹ 394,000.70","₹ 64,000.70",19.39%,66,6.42%,02-02-2013,25-07-2018
JM Income Fund - Direct Plan - Debt - Income : Dividend,"₹ 330,000.00","₹ 399,215.82","₹ 69,215.82",20.97%,66,6.90%,02-02-2013,25-07-2018
JM Liquid Fund - Direct Plan - Debt - Liquid : Dividend-Quarterly,"₹ 330,000.00","₹ 409,125.39","₹ 79,125.39",23.98%,66,7.79%,02-02-2013,25-07-2018
JM Liquid Fund - Direct Plan - Debt - Liquid : Growth,"₹ 330,000.00","₹ 408,580.55","₹ 78,580.55",23.81%,66,7.74%,02-02-2013,25-07-2018
JM Low Duration Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 409,111.01","₹ 79,111.01",23.97%,66,7.79%,02-02-2013,25-07-2018
JM Money Market Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 407,593.74","₹ 77,593.74",23.51%,66,7.66%,02-02-2013,25-07-2018
JM Short Term Fund - Direct Plan - Debt - Dynamic Bond : Dividend,"₹ 330,000.00","₹ 329,539.97",₹ -460.03,-0.14%,66,-0.05%,02-02-2013,25-07-2018
JM Short Term Fund - Direct Plan - Debt - Dynamic Bond : Growth,"₹ 330,000.00","₹ 405,665.31","₹ 75,665.31",22.93%,66,7.49%,02-02-2013,25-07-2018
JM Ultra Short Duration Fund - Direct Plan - Debt - Ultra Short Term : Growth,"₹ 330,000.00","₹ 412,940.18","₹ 82,940.18",25.13%,66,8.13%,02-02-2013,25-07-2018
JM Tax Gain Fund - Direct Plan - Equity - Tax Planning : Dividend,"₹ 330,000.00","₹ 554,969.76","₹ 224,969.76",68.17%,66,19.01%,02-02-2013,25-07-2018
JM Tax Gain Fund - Direct Plan - Equity - Tax Planning : Growth,"₹ 330,000.00","₹ 565,136.07","₹ 235,136.07",71.25%,66,19.68%,02-02-2013,25-07-2018
Kotak Asset Allocator Fund - Direct Plan - Hybrid - Asset Allocation : Growth,"₹ 330,000.00","₹ 466,757.29","₹ 136,757.29",41.44%,66,12.61%,02-02-2013,25-07-2018
Kotak Asset Allocator Fund - Direct Plan - Hybrid - Asset Allocation : Dividend,"₹ 330,000.00","₹ 467,155.14","₹ 137,155.14",41.56%,66,12.65%,02-02-2013,25-07-2018
Kotak Debt Hybrid - Direct Plan - Hybrid - Debt-oriented Conservative : Dividend-Quarterly,"₹ 330,000.00","₹ 350,326.59","₹ 20,326.59",6.16%,66,2.16%,02-02-2013,25-07-2018
Kotak Debt Hybrid - Direct Plan - Hybrid - Debt-oriented Conservative : Growth,"₹ 330,000.00","₹ 433,159.57","₹ 103,159.57",31.26%,66,9.88%,02-02-2013,25-07-2018
